id,conferenceid,uuid,password,resetcode,resetcode_time,external_reference,donotupdatefromapi,reference,title,first_name,last_name,bio,typeid,organisation,job_title,hope_achieve,email,apikey,apikey_expiry,phone_number,notes,agreedterms,sharedetails,sharedetailsattendees,nocontact,status,sendmailshot,registration_email_sent,profileimg,profileimg_thumb,profileimg_new,profileimg_thumb_new,badgephoto,userid,date_changed,last_user_login,loginapikey,exhibitoraccount
14105,35,,$2y$10$l82JFVDX5Ua0kDFerzyOAeCqrk5KLjpuiwhCqeWtbFYDL03Zp8OgG,,,,0,B00211,,Cassi,Edemann,"",,Switchshop,,,14105@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 10:07:38,fW3XhGMAF4KpyhgOaAKMyUnTi8MX1zwQCLzcOKad,0
14106,35,,$2y$10$l82JFVDX5Ua0kDFerzyOAeCqrk5KLjpuiwhCqeWtbFYDL03Zp8OgG,,,,0,B00212,,Hwa,Farson,"",120,Switchshop,,,14106@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 10:07:38,wnL9GG8S31HP9aQfx3kFO3kCPY7UPnbiDCntmkkr,1
14107,35,,$2y$10$A8E1pl8J7riI6225xKa6TuI1CGN7CXDi80Zztatlp60V54t5wlqCu,,,,0,B00213,,Wilbur,Odens,"",,"",,,14107@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,sVnnUKsA9jBSyodf16mXaaXDOKuRxvd9k0qXrDFw,0
14108,35,,$2y$10$A8E1pl8J7riI6225xKa6TuI1CGN7CXDi80Zztatlp60V54t5wlqCu,,,,0,B00214,,Daine,Hettinga,"",,"",,,14108@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,sVnnUKsA9jBSyodf16mXaaXDOKuRxvd9k0qXrDFw,0
14109,35,,$2y$10$A8E1pl8J7riI6225xKa6TuI1CGN7CXDi80Zztatlp60V54t5wlqCu,,,,0,B00215,,Joette,Devick,"",,"",,,14109@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,sVnnUKsA9jBSyodf16mXaaXDOKuRxvd9k0qXrDFw,0
14110,35,,$2y$10$A8E1pl8J7riI6225xKa6TuI1CGN7CXDi80Zztatlp60V54t5wlqCu,,,,0,B00216,,Fredericka,Cicatello,"",120,"",,,14110@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,9fu8ORX3Ku7IWdp0JWLmOeGZXVLPvU7MgbrmE3c0,1
14111,35,,$2y$10$nulFh6w.IldCg0McuOiXK.TPfCUG46ATOtUebjcXGIrgKcoiMsgu.,,,,0,B00217,,Letisha,Shepeard,"",,Daisy Corporate Services,,,14111@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,65bsYa29lvmCTcMtheEMzPf3OWScrWlTxRk41xkX,0
14112,35,,$2y$10$nulFh6w.IldCg0McuOiXK.TPfCUG46ATOtUebjcXGIrgKcoiMsgu.,,,,0,B00218,,Kesha,Turpiano,"",,Daisy Corporate Services,,,14112@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,65bsYa29lvmCTcMtheEMzPf3OWScrWlTxRk41xkX,0
14113,35,,$2y$10$nulFh6w.IldCg0McuOiXK.TPfCUG46ATOtUebjcXGIrgKcoiMsgu.,,,,0,B00219,,Lady,Kusko,"",,Daisy Corporate Services,,,14113@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,65bsYa29lvmCTcMtheEMzPf3OWScrWlTxRk41xkX,0
14114,35,,$2y$10$nulFh6w.IldCg0McuOiXK.TPfCUG46ATOtUebjcXGIrgKcoiMsgu.,,,,0,B00220,,Shawn,Strike,"",120,Daisy Corporate Services,,,14114@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,r18Buw4mWwjOigasX7YSOW4oIFqMyzgGz4vQaPsO,1
14115,35,,$2y$10$kCItEpSwmoKD1x89GJDKQ.JaB7Km85d/MUqns1sb6p/j4fZOpvqG.,,,,0,B00221,,Treasa,Bidell,"",,Daisy Corporate Services,,,14115@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,gJXmITF9Hce6jqrU6I28ABMgsJoZxKIP5uNss6rL,0
14116,35,,$2y$10$kCItEpSwmoKD1x89GJDKQ.JaB7Km85d/MUqns1sb6p/j4fZOpvqG.,,,,0,B00222,,Hermina,Arau,"",,Daisy Corporate Services,,,14116@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,gJXmITF9Hce6jqrU6I28ABMgsJoZxKIP5uNss6rL,0
14117,35,,$2y$10$kCItEpSwmoKD1x89GJDKQ.JaB7Km85d/MUqns1sb6p/j4fZOpvqG.,,,,0,B00223,,Delana,Hethcote,"",,Daisy Corporate Services,,,14117@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,gJXmITF9Hce6jqrU6I28ABMgsJoZxKIP5uNss6rL,0
14118,35,,$2y$10$kCItEpSwmoKD1x89GJDKQ.JaB7Km85d/MUqns1sb6p/j4fZOpvqG.,,,,0,B00224,,Madelyn,Wronski,"",120,Daisy Corporate Services,,,14118@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,3shwWOQJfMcL5E0UTrDbVwPzzOcUWbWmHYmao8J0,1
14127,35,,$2y$10$gBvnxGoJc/pAgdePGeW0X.0ZvKzJqFKGa8Et1IUqyP7N.lQIy8lWS,,,,0,B00233,,Jackeline,Kuka,"",,NFON,,,14127@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,SS6EyXKzJvTAw9n2Al72lIIqEK4ov3m6GZqTc1Y1,0
14128,35,,$2y$10$gBvnxGoJc/pAgdePGeW0X.0ZvKzJqFKGa8Et1IUqyP7N.lQIy8lWS,,,,0,B00234,,Paige,Felicetti,"",,NFON,,,14128@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,SS6EyXKzJvTAw9n2Al72lIIqEK4ov3m6GZqTc1Y1,0
14129,35,,$2y$10$gBvnxGoJc/pAgdePGeW0X.0ZvKzJqFKGa8Et1IUqyP7N.lQIy8lWS,,,,0,B00235,,Deloris,Scozzari,"",,NFON,,,14129@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,SS6EyXKzJvTAw9n2Al72lIIqEK4ov3m6GZqTc1Y1,0
14130,35,,$2y$10$gBvnxGoJc/pAgdePGeW0X.0ZvKzJqFKGa8Et1IUqyP7N.lQIy8lWS,,,,0,B00236,,Lynnette,Ten,"",120,NFON,,,14130@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,OSIRnda9ko4EUJWzdZmCaHBJoIk3fBHZk4OVcTqG,1
14131,35,,$2y$10$sDjcbpL1u834trp/mfOfpuuLAn7gAVwnCi.BcL10oBVd8Y2MRF7w6,,,,0,B00237,,Benedict,Celeya,"",,Glemnet,,,14131@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LIORqA1NLi22d4HYDh8gQH8a3QtIWz8PgaYdnh5g,0
14132,35,,$2y$10$sDjcbpL1u834trp/mfOfpuuLAn7gAVwnCi.BcL10oBVd8Y2MRF7w6,,,,0,B00238,,Lashaun,Halcott,"",,Glemnet,,,14132@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LIORqA1NLi22d4HYDh8gQH8a3QtIWz8PgaYdnh5g,0
14133,35,,$2y$10$sDjcbpL1u834trp/mfOfpuuLAn7gAVwnCi.BcL10oBVd8Y2MRF7w6,,,,0,B00239,,Patty,Ferebee,"",,Glemnet,,,14133@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LIORqA1NLi22d4HYDh8gQH8a3QtIWz8PgaYdnh5g,0
14134,35,,$2y$10$sDjcbpL1u834trp/mfOfpuuLAn7gAVwnCi.BcL10oBVd8Y2MRF7w6,,,,0,B00240,,Wilmer,Maccarini,"",120,Glemnet,,,14134@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,FAYHZAndsMDLNrktUFcpi9RRc1GMpKDATWD8dwUq,1
14135,35,,$2y$10$DUjL7Ch0YQV1CAMlK54czeYOFzdDulu6dwfQpiN9UGh1eIPXRsxia,,,,0,B00241,,Mellisa,Bebo,"",,Glemnet,,,14135@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-25 15:16:37,fYueEqaeVvrlU1x3tDdV4otMuJzSTasDEc2BgK5G,0
14136,35,,$2y$10$DUjL7Ch0YQV1CAMlK54czeYOFzdDulu6dwfQpiN9UGh1eIPXRsxia,,,,0,B00242,,Tena,Neufer,"",,Glemnet,,,14136@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-25 15:16:37,fYueEqaeVvrlU1x3tDdV4otMuJzSTasDEc2BgK5G,0
14137,35,,$2y$10$DUjL7Ch0YQV1CAMlK54czeYOFzdDulu6dwfQpiN9UGh1eIPXRsxia,,,,0,B00243,,Wesley,Violet,"",,Glemnet,,,14137@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-25 15:16:37,fYueEqaeVvrlU1x3tDdV4otMuJzSTasDEc2BgK5G,0
14138,35,,$2y$10$DUjL7Ch0YQV1CAMlK54czeYOFzdDulu6dwfQpiN9UGh1eIPXRsxia,,,,0,B00244,,Otis,Deberry,"",120,Glemnet,,,14138@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-25 15:16:37,YTLJcFqntvjYmF12RNb5xlXoNEA3oVufIF1V0nX6,1
14139,35,,$2y$10$nB7AipKHvfLrd9NigzmKTeB6vTHJzkjxreR7X2aMPNMgG3ywPghKu,,,,0,B00245,,Wan,Stelting,"",,Virgin Media Business,,,14139@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LsnY7RjMMn2wAvUc1F5P7A3BFYnfPJpDhEwfEYEM,0
14140,35,,$2y$10$nB7AipKHvfLrd9NigzmKTeB6vTHJzkjxreR7X2aMPNMgG3ywPghKu,,,,0,B00246,,Crysta,Metayer,"",,Virgin Media Business,,,14140@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LsnY7RjMMn2wAvUc1F5P7A3BFYnfPJpDhEwfEYEM,0
14141,35,,$2y$10$nB7AipKHvfLrd9NigzmKTeB6vTHJzkjxreR7X2aMPNMgG3ywPghKu,,,,0,B00247,,Johanna,Mckeown,"",,Virgin Media Business,,,14141@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LsnY7RjMMn2wAvUc1F5P7A3BFYnfPJpDhEwfEYEM,0
14142,35,,$2y$10$nB7AipKHvfLrd9NigzmKTeB6vTHJzkjxreR7X2aMPNMgG3ywPghKu,,,,0,B00248,,Shawanna,Stansell,"",120,Virgin Media Business,,,14142@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,ANdeUHEeAKPpCxONuFsS8YvcHz4tbqUKEQjd21jy,1
14143,35,,$2y$10$BZq81HiFJc0C5MmS52zshuBH8ZKUXNiCVBReDNMEQ4tJ2ilM1hc6G,,,,0,B00249,,Thersa,Mcclintick,"",,Virgin Media Business,,,14143@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 15:00:53,i2KnMDslcL0Xph5TxTo0udjPkuDbmKkoHVi1QQuA,0
14144,35,,$2y$10$BZq81HiFJc0C5MmS52zshuBH8ZKUXNiCVBReDNMEQ4tJ2ilM1hc6G,,,,0,B00250,,Chanelle,Cybart,"",,Virgin Media Business,,,14144@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 15:00:53,i2KnMDslcL0Xph5TxTo0udjPkuDbmKkoHVi1QQuA,0
14145,35,,$2y$10$BZq81HiFJc0C5MmS52zshuBH8ZKUXNiCVBReDNMEQ4tJ2ilM1hc6G,,,,0,B00251,,Angelyn,Helmcamp,"",,Virgin Media Business,,,14145@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 15:00:53,i2KnMDslcL0Xph5TxTo0udjPkuDbmKkoHVi1QQuA,0
14146,35,,$2y$10$BZq81HiFJc0C5MmS52zshuBH8ZKUXNiCVBReDNMEQ4tJ2ilM1hc6G,,,,0,B00252,,Fran,Rudkin,"",120,Virgin Media Business,,,14146@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 15:00:53,wiCLHhomEboe7yGFTh0B3K5UWaTkmNxKNXjhnzfA,1
14147,35,,$2y$10$Y2kQCMfUF7Qgb6iwcnoO7uXVhdTUDVFg.FVxoCukdZOFYuKUPzhLq,,,,0,B00253,,Vella,Lawin,"",,Switchshop,,,14147@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,GQoZnZpsSGxamXSSMhSmMNNyucytiJvmFFjvERi4,0
14148,35,,$2y$10$Y2kQCMfUF7Qgb6iwcnoO7uXVhdTUDVFg.FVxoCukdZOFYuKUPzhLq,,,,0,B00254,,Patrina,Pisani,"",,Switchshop,,,14148@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,GQoZnZpsSGxamXSSMhSmMNNyucytiJvmFFjvERi4,0
14149,35,,$2y$10$Y2kQCMfUF7Qgb6iwcnoO7uXVhdTUDVFg.FVxoCukdZOFYuKUPzhLq,,,,0,B00255,,Waltraud,Labbe,"",,Switchshop,,,14149@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,GQoZnZpsSGxamXSSMhSmMNNyucytiJvmFFjvERi4,0
14150,35,,$2y$10$Y2kQCMfUF7Qgb6iwcnoO7uXVhdTUDVFg.FVxoCukdZOFYuKUPzhLq,,,,0,B00256,,Enda,Seid,"",120,Switchshop,,,14150@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,WeC296QetGUcBCabmY3jQixJm2etZANyaLFwGd6T,1
14151,35,,$2y$10$25AmOQk4CmTZBFU0alszXuRGLz1dD72vS8pzDwAUdWGcP4GkVeKsu,,,,0,B00257,,Shelley,Sickendick,"",,Switchshop,,,14151@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,3PMLLi0IXWtUkZpFG0dVBrkfQmGkX2nxdtaVvVXD,0
14152,35,,$2y$10$25AmOQk4CmTZBFU0alszXuRGLz1dD72vS8pzDwAUdWGcP4GkVeKsu,,,,0,B00258,,Minda,Dancer,"",,Switchshop,,,14152@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,3PMLLi0IXWtUkZpFG0dVBrkfQmGkX2nxdtaVvVXD,0
14153,35,,$2y$10$25AmOQk4CmTZBFU0alszXuRGLz1dD72vS8pzDwAUdWGcP4GkVeKsu,,,,0,B00259,,Stacie,Phomsoukha,"",,Switchshop,,,14153@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,3PMLLi0IXWtUkZpFG0dVBrkfQmGkX2nxdtaVvVXD,0
14154,35,,$2y$10$25AmOQk4CmTZBFU0alszXuRGLz1dD72vS8pzDwAUdWGcP4GkVeKsu,,,,0,B00260,,Ivette,Eglinton,"",120,Switchshop,,,14154@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,LdmNPpbaROaDkF2ZTwtEtBCooZpiRPIcx4spmWvG,1
14155,35,,$2y$10$WWYARU4E2j3j6c9JDieAXeWaD5Dke6ovPtxLLNVXoW12xK2GEzO3W,,,,0,B00261,,Thalia,Puckhaber,"Anna has worked in networks and connectivity for a number of years, as a programme manager on HSCN and now developing the networks and connectivity strategy for health and social care to support the ongoing digital transformation of these organisations.  Anna also leads the access logistics hub as part of NHS Digital’s COVID-19 response to  to help NHS organisations access the services and products quickly and conveniently. The hub has supported NHS and social care settings to access improved connectivity where required to deal with COVID-19 and the winter pressures. ",,NHS Digital,,,14155@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,2t9whJW4PaQrrMd8S1gWpcZrHsVnDfmoXCaGjQmb,0
14156,35,,$2y$10$WWYARU4E2j3j6c9JDieAXeWaD5Dke6ovPtxLLNVXoW12xK2GEzO3W,,,,0,B00262,,Madelyn,Genera,"Anna has worked in networks and connectivity for a number of years, as a programme manager on HSCN and now developing the networks and connectivity strategy for health and social care to support the ongoing digital transformation of these organisations.  Anna also leads the access logistics hub as part of NHS Digital’s COVID-19 response to  to help NHS organisations access the services and products quickly and conveniently. The hub has supported NHS and social care settings to access improved connectivity where required to deal with COVID-19 and the winter pressures. ",,NHS Digital,,,14156@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,2t9whJW4PaQrrMd8S1gWpcZrHsVnDfmoXCaGjQmb,0
14175,35,,$2y$10$zuwyStkqRQYTqF70zxqBRe6j7cufYpOEpVL11niW0ANhayZKua2Nu,,,,0,B00281,,Ciara,Leiss,"",,MLL Telecom,,"",14175@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 13:03:41,aqErFgC1q9THAJaGRilhRpPMpcuMKnBRT7k5w0Iy,0
14157,35,,$2y$10$WWYARU4E2j3j6c9JDieAXeWaD5Dke6ovPtxLLNVXoW12xK2GEzO3W,,,,0,B00263,,Mariano,Debruyn,"Anna has worked in networks and connectivity for a number of years, as a programme manager on HSCN and now developing the networks and connectivity strategy for health and social care to support the ongoing digital transformation of these organisations.  Anna also leads the access logistics hub as part of NHS Digital’s COVID-19 response to  to help NHS organisations access the services and products quickly and conveniently. The hub has supported NHS and social care settings to access improved connectivity where required to deal with COVID-19 and the winter pressures. ",,NHS Digital,,,14157@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,2t9whJW4PaQrrMd8S1gWpcZrHsVnDfmoXCaGjQmb,0
14158,35,,$2y$10$WWYARU4E2j3j6c9JDieAXeWaD5Dke6ovPtxLLNVXoW12xK2GEzO3W,,,,0,B00264,,Stepanie,Drach,"Anna has worked in networks and connectivity for a number of years, as a programme manager on HSCN and now developing the networks and connectivity strategy for health and social care to support the ongoing digital transformation of these organisations.  Anna also leads the access logistics hub as part of NHS Digital’s COVID-19 response to  to help NHS organisations access the services and products quickly and conveniently. The hub has supported NHS and social care settings to access improved connectivity where required to deal with COVID-19 and the winter pressures. ",,NHS Digital,,,14158@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,2t9whJW4PaQrrMd8S1gWpcZrHsVnDfmoXCaGjQmb,0
14159,35,,$2y$10$zwtZ2NHn.pUCmn8eknwMcuRjXA8IgtdkjZL4IvdYcwH8lWxKIBjbC,,,,0,B00265,,Travis,Eudy,"Dave Lindsay heads up the Kent Public Service Network Team, and has been in post since January 2017. 

Before that Dave has most recently been the Chief Information Officer at Mid Kent ICT, an ICT shared service between Maidstone, Swale, and Tunbridge Wells Councils. Prior to this he was employed as the Head of ICT at Maidstone Borough Council. He has a long pedigree in Local Government ICT, having also worked at Tonbridge Malling District Council, and Kent County Council earlier in his career.

Dave has a wealth of partnership and shared service experience,  is an accredited Shared Services Architect, and gained a Diploma in Digital Leadership from the Academy of Digital Business Leaders.",,Kent Public Service Network,,,14159@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,DRuPoe6wpEMyuHZuyCSgKpYzNpNHp8RvQRAlf0iT,0
14160,35,,$2y$10$zwtZ2NHn.pUCmn8eknwMcuRjXA8IgtdkjZL4IvdYcwH8lWxKIBjbC,,,,0,B00266,,Roxanne,Zeidan,"Dave Lindsay heads up the Kent Public Service Network Team, and has been in post since January 2017. 

Before that Dave has most recently been the Chief Information Officer at Mid Kent ICT, an ICT shared service between Maidstone, Swale, and Tunbridge Wells Councils. Prior to this he was employed as the Head of ICT at Maidstone Borough Council. He has a long pedigree in Local Government ICT, having also worked at Tonbridge Malling District Council, and Kent County Council earlier in his career.

Dave has a wealth of partnership and shared service experience,  is an accredited Shared Services Architect, and gained a Diploma in Digital Leadership from the Academy of Digital Business Leaders.",,Kent Public Service Network,,,14160@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,DRuPoe6wpEMyuHZuyCSgKpYzNpNHp8RvQRAlf0iT,0
14161,35,,$2y$10$zwtZ2NHn.pUCmn8eknwMcuRjXA8IgtdkjZL4IvdYcwH8lWxKIBjbC,,,,0,B00267,,Li,Carlee,"Dave Lindsay heads up the Kent Public Service Network Team, and has been in post since January 2017. 

Before that Dave has most recently been the Chief Information Officer at Mid Kent ICT, an ICT shared service between Maidstone, Swale, and Tunbridge Wells Councils. Prior to this he was employed as the Head of ICT at Maidstone Borough Council. He has a long pedigree in Local Government ICT, having also worked at Tonbridge Malling District Council, and Kent County Council earlier in his career.

Dave has a wealth of partnership and shared service experience,  is an accredited Shared Services Architect, and gained a Diploma in Digital Leadership from the Academy of Digital Business Leaders.",,Kent Public Service Network,,,14161@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,DRuPoe6wpEMyuHZuyCSgKpYzNpNHp8RvQRAlf0iT,0
14162,35,,$2y$10$zwtZ2NHn.pUCmn8eknwMcuRjXA8IgtdkjZL4IvdYcwH8lWxKIBjbC,,,,0,B00268,,Maud,Gabard,"Dave Lindsay heads up the Kent Public Service Network Team, and has been in post since January 2017. 

Before that Dave has most recently been the Chief Information Officer at Mid Kent ICT, an ICT shared service between Maidstone, Swale, and Tunbridge Wells Councils. Prior to this he was employed as the Head of ICT at Maidstone Borough Council. He has a long pedigree in Local Government ICT, having also worked at Tonbridge Malling District Council, and Kent County Council earlier in his career.

Dave has a wealth of partnership and shared service experience,  is an accredited Shared Services Architect, and gained a Diploma in Digital Leadership from the Academy of Digital Business Leaders.",,Kent Public Service Network,,,14162@invalid,,,,,1,1,1,0,0,0,,,,,,,,,,DRuPoe6wpEMyuHZuyCSgKpYzNpNHp8RvQRAlf0iT,0
14163,35,,$2y$10$vKdlics1zK0535xHF2eSI.gvJ9fa1O0KJ0/V.f1/XI2aBif2CaABO,,,,0,B00269,,Candance,Kuizinas,"",,Glemnet,,,14163@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2021-01-06 15:19:18,EauUCyV4piTWtoXZCz5FEyLDoK6W3L3esZHovCst,0
14164,35,,$2y$10$vKdlics1zK0535xHF2eSI.gvJ9fa1O0KJ0/V.f1/XI2aBif2CaABO,,,,0,B00270,,Corey,Dulude,"",,Glemnet,,,14164@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2021-01-06 15:19:18,EauUCyV4piTWtoXZCz5FEyLDoK6W3L3esZHovCst,0
14165,35,,$2y$10$vKdlics1zK0535xHF2eSI.gvJ9fa1O0KJ0/V.f1/XI2aBif2CaABO,,,,0,B00271,,Clement,Sorman,"",,Glemnet,,,14165@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2021-01-06 15:19:18,EauUCyV4piTWtoXZCz5FEyLDoK6W3L3esZHovCst,0
14166,35,,$2y$10$vKdlics1zK0535xHF2eSI.gvJ9fa1O0KJ0/V.f1/XI2aBif2CaABO,,,,0,B00272,,Thuy,Claud,"",120,Glemnet,,,14166@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2021-01-06 15:19:18,YMnq1IlrR1l9AnjYCg9bSNiB0wAdKlvqjDhbpWLP,1
14167,35,,$2y$10$QLVZf7q836e7ZHnKbiPSQunWLtuP4dEQIrbqA.zfTNu9yuV0jWTd2,,,,0,B00273,,Ilene,Andrepont,"",,Fordway,,,14167@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 09:42:03,ktNmrIGAymAXxjgou6pietl4OyCjjKZIBfJTmxrl,0
14168,35,,$2y$10$QLVZf7q836e7ZHnKbiPSQunWLtuP4dEQIrbqA.zfTNu9yuV0jWTd2,,,,0,B00274,,Carlotta,Sauvageau,"",,Fordway,,,14168@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 09:42:03,ktNmrIGAymAXxjgou6pietl4OyCjjKZIBfJTmxrl,0
14169,35,,$2y$10$QLVZf7q836e7ZHnKbiPSQunWLtuP4dEQIrbqA.zfTNu9yuV0jWTd2,,,,0,B00275,,Josephina,Starns,"",,Fordway,,,14169@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 09:42:03,ktNmrIGAymAXxjgou6pietl4OyCjjKZIBfJTmxrl,0
14170,35,,$2y$10$QLVZf7q836e7ZHnKbiPSQunWLtuP4dEQIrbqA.zfTNu9yuV0jWTd2,,,,0,B00276,,Johnnie,Olma,"",120,Fordway,,,14170@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 09:42:03,h5KsgUVrm6ibCKuBX6fjipe1uv9W9fKP3J7Lpu0q,1
14171,35,,$2y$10$.BzrG0KF/4eiSJHrHXaDWObRlYGnQwVj.f/qoNnKp76MAyo7lPw66,,,,0,B00277,,Krystina,Kottman,"",,MLL Telecom,,,14171@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 14:04:55,Lowc3fPWmDzPx40KEbQUUJudb6FZwqC77m772sMS,0
14172,35,,$2y$10$.BzrG0KF/4eiSJHrHXaDWObRlYGnQwVj.f/qoNnKp76MAyo7lPw66,,,,0,B00278,,Wilbur,Moscaritolo,"",,MLL Telecom,,,14172@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 14:04:55,Lowc3fPWmDzPx40KEbQUUJudb6FZwqC77m772sMS,0
14173,35,,$2y$10$.BzrG0KF/4eiSJHrHXaDWObRlYGnQwVj.f/qoNnKp76MAyo7lPw66,,,,0,B00279,,Jinny,Keas,"",,MLL Telecom,,,14173@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 14:04:55,Lowc3fPWmDzPx40KEbQUUJudb6FZwqC77m772sMS,0
14174,35,,$2y$10$.BzrG0KF/4eiSJHrHXaDWObRlYGnQwVj.f/qoNnKp76MAyo7lPw66,,,,0,B00280,,Latina,Lockett,"",120,MLL Telecom,,,14174@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 14:04:55,krSRNKjpDEUsOwtd8HAIvcYF4LWNPibbAqnZGwoZ,1
14176,35,,$2y$10$zuwyStkqRQYTqF70zxqBRe6j7cufYpOEpVL11niW0ANhayZKua2Nu,,,,0,B00282,,Bobette,Hendershott,"",,MLL Telecom,,"",14176@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 13:03:41,aqErFgC1q9THAJaGRilhRpPMpcuMKnBRT7k5w0Iy,0
14177,35,,$2y$10$zuwyStkqRQYTqF70zxqBRe6j7cufYpOEpVL11niW0ANhayZKua2Nu,,,,0,B00283,,Staci,Beermudez,"",,MLL Telecom,,"",14177@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 13:03:41,aqErFgC1q9THAJaGRilhRpPMpcuMKnBRT7k5w0Iy,0
14178,35,,$2y$10$zuwyStkqRQYTqF70zxqBRe6j7cufYpOEpVL11niW0ANhayZKua2Nu,,,,0,B00284,,Preston,Nini,"",120,MLL Telecom,,"",14178@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 13:03:41,InT2ptZ9b5y2EJfD9o302kX5NkA04vwR2nPBpCCq,1
14179,35,,$2y$10$80OGIlVrFZteSEEprXF5T.bZCUE0UjYdsCSGIvVTxLncV6rjLEYtS,,,,0,B00285,,Elli,Rierson,"",,MLL Telecom,,,14179@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 10:12:00,241KvZMqJhEeNiocSzhV1g3ftMMyjQbA6wDXuwQW,0
14180,35,,$2y$10$80OGIlVrFZteSEEprXF5T.bZCUE0UjYdsCSGIvVTxLncV6rjLEYtS,,,,0,B00286,,Nannette,Mcgowin,"",,MLL Telecom,,,14180@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 10:12:00,241KvZMqJhEeNiocSzhV1g3ftMMyjQbA6wDXuwQW,0
14181,35,,$2y$10$80OGIlVrFZteSEEprXF5T.bZCUE0UjYdsCSGIvVTxLncV6rjLEYtS,,,,0,B00287,,Kellye,Winward,"",,MLL Telecom,,,14181@invalid,,,,,1,1,1,0,0,0,,,,,,,,,2020-11-26 10:12:00,241KvZMqJhEeNiocSzhV1g3ftMMyjQbA6wDXuwQW,0
